Average Dollar per Unit traded,Net realized gains YTD,Net realized losses YTD,Total dollar value traded,Total units traded,Days since last login,Days since last trade,Id,Age,Age Group,Children,DOB,Estimated income,Gender,Homeowner,Status,Address 1,Address 2,City,Latitude,Longitude,State,Country,Churn Risk
1247.397273,686.0685,0,13721.37,11,2,10,1843,48,Adult,1,7/5/15,98453.6,F,Y,M,3933 FM 1948 RD W,,APTOS,,,CA,United States,Low
1247.397273,0,686.0685,13721.37,11,5,8,1957,61,Adult,1,10/30/62,98453.6,F,Y,M,221 WILLOW AVE APT 4L,,PHOENIX,,,AZ,United States,High
1269.357692,0,1650.165,33003.3,26,3,8,1502,24,Young adult,1,11/9/77,42000,F,N,M,3801 MAC CV,,NEW YORK,40.768196,-73.990852,NY,United States,High
1275.421765,1084.1085,0,21682.17,17,5,5,191,62,Adult,1,2/8/20,76511.3,M,N,M,CHIPPEWA CO COURTHOUSE,,DUNNELLON,,,FL,United States,Low
1275.421765,1084.1085,0,21682.17,17,3,5,468,62,Adult,1,7/25/00,76511.3,M,N,M,PO BOX 7056,,LAKE GEORGE,,,NY,United States,Low
1275.421765,0,1084.1085,21682.17,17,1,5,774,62,Adult,1,6/6/53,76511.3,M,N,M,111 S GARLAND AVE FRNT,,MANATI,,,PR,United States,High
1275.421765,1084.1085,0,21682.17,17,5,10,1046,62,Adult,1,2/20/44,76511.3,M,N,M,14301 NEGUNDO AVE,,EL PASO,31.79488,-106.34411,TX,United States,Low
1285.842857,0,2250.225,45004.5,35,4,7,1225,22,Young adult,2,1/15/28,42000,F,N,S,1327 E DENNEYS RD,,DANVILLE,,,CA,United States,High
1290.128333,0,387.0385,7740.77,6,2,15,272,42,Adult,0,3/16/02,95405.7,F,N,M,580 SHADY LN,,MONTCLAIR,,,NJ,United States,High
1290.128333,0,387.0385,7740.77,6,5,20,549,48,Adult,0,2/2/77,95405.7,F,N,M,301 BRYANTS LN,,DECATUR,,,IL,United States,High
1290.128333,0,193.51925,7740.77,6,1,15,854,43,Adult,0,10/26/13,95405.7,F,N,M,9456 135TH AVE SE,,STONY BROOK,,,NY,United States,Medium
1290.128333,0,387.0385,7740.77,6,2,17,1125,55,Adult,0,6/28/68,95405.7,F,N,M,117 N GARFIELD AVE APT 1,,DORCHESTER,42.2981,-71.0545,MA,United States,High
1290.128333,0,193.51925,7740.77,6,3,11,1257,46,Adult,0,6/28/37,95405.7,F,N,M,69 GOULET RD,,GREAT BARRINGTON,,,MA,United States,Medium
1290.128333,0,193.51925,7740.77,6,5,14,1392,62,Adult,0,2/17/20,95405.7,F,N,M,1435 S CHILTON AVE,,CINCINNATI,,,OH,United States,Medium
1290.128333,0,387.0385,7740.77,6,2,15,1532,70,Senior,0,12/14/52,95405.7,F,N,M,1038 JUDSON ST,,APO,,,AE,United States,High
1290.128333,0,387.0385,7740.77,6,5,19,1675,47,Adult,0,11/15/36,95405.7,F,N,M,89 SOUTH ST STE 600,,JACKSONVILLE,,,FL,United States,High
1290.128333,0,387.0385,7740.77,6,2,15,1791,47,Adult,0,9/18/10,95405.7,M,N,M,986 CHERRY ST SE,,FLUSHING,,,NY,United States,High
1290.128333,0,387.0385,7740.77,6,2,15,1907,47,Adult,0,2/16/25,95405.7,M,N,M,289 S CAYUGA RD,,CUDAHY,,,WI,United States,High
1290.128333,0,193.51925,7740.77,6,3,10,2050,47,Adult,0,7/16/16,95405.7,M,N,M,1060 N BISCOE FARM RD,,JAMAICA,,,NY,United States,Medium
1295.129167,0,777.0775,15541.55,12,2,9,65,53,Adult,2,3/19/15,22358.1,M,N,M,84 S 2ND ST,,DALTON,,,GA,United States,High
1295.129167,0,777.0775,15541.55,12,4,5,339,53,Adult,2,5/9/61,22358.1,M,N,M,162 CACHE POINT LN APT 19101,,WOODRIDGE,,,IL,United States,High
1295.129167,0,777.0775,15541.55,12,3,5,619,53,Adult,2,5/24/99,22358.1,M,N,M,100 JOPLIN ST,,PRESTON,,,MD,United States,High
1295.129167,0,777.0775,15541.55,12,3,6,923,53,Adult,2,1/13/95,22358.1,M,N,M,265 COND ARCOS DE SUCHVILLE,,FRESNO,,,CA,United States,High
1333.466667,0,200.02,8000.8,6,2,13,245,32,Adult,0,5/22/78,62705.9,M,Y,S,PO BOX 271,,SYRACUSE,43.038772,-76.141903,NY,United States,Medium
1377.280714,0,964.0965,19281.93,14,3,9,130,20,Young adult,2,2/11/89,85394,F,Y,M,514 ELDER ST APT 154,,LOUISA,38.1595,-82.6733,KY,United States,High
1377.280714,964.0965,0,19281.93,14,2,5,405,20,Young adult,2,5/19/34,85394,F,Y,M,1354 21ST AVE NE,,BRIDGMAN,,,MI,United States,Low
1377.280714,0,964.0965,19281.93,14,1,6,693,20,Young adult,2,1/17/70,85394,F,Y,M,1 MOUNTAINSIDE WAY,,ELKLAND,,,MO,United States,High
1377.280714,0,964.0965,19281.93,14,3,8,988,20,Young adult,2,2/25/94,85394,F,Y,M,320 BALDWIN RD,,KINGMAN,,,AZ,United States,High
1396.806667,1047.605,0,20952.1,15,2,8,297,59,Adult,0,3/23/21,81710.9,F,N,S,10014 W 632 RD,,WASHINGTON,40.192054,-80.262602,PA,United States,Low
1396.806667,1047.605,0,20952.1,15,4,8,575,59,Adult,0,3/24/61,81710.9,F,N,S,RR 2 BOX 104,,FORTUNA,,,ND,United States,Low
1422.142,0,711.071,14221.42,10,4,10,37,50,Adult,2,4/28/42,84789.3,F,N,M,5028 E STATE ROUTE 185,,SAN ANTONIO,29.398346,-98.446634,TX,United States,High
1422.142,711.071,0,14221.42,10,1,9,314,50,Adult,2,4/19/47,84789.3,F,N,S,7914 OAKDALE AVE,,PASADENA,,,TX,United States,Low
1422.142,711.071,0,14221.42,10,3,10,593,50,Adult,2,2/25/52,84789.3,F,N,M,671 WESTCHESTER AVE APT 17A,,RUTHERFORD,,,NJ,United States,Low
1422.142,711.071,0,14221.42,10,4,7,898,50,Adult,2,8/21/09,84789.3,F,N,M,1021AV BLOSSOM HILL RD STE 30,,GALATIA,,,IL,United States,Low
1427.6425,856.5855,0,17131.71,12,3,9,1560,55,Adult,1,3/3/15,49453.8,F,N,M,1692 S 8TH ST,,BANGOR,,,PA,United States,Low
1428.893125,0,1143.1145,22862.29,16,1,10,49,12,Child,0,10/24/49,38538.4,F,N,M,51 PEMBROKE DR,,PHILADELPHIA,,,PA,United States,Medium
1428.893125,0,1143.1145,22862.29,16,4,5,324,12,Child,0,3/17/90,38538.4,F,N,M,3806 OLD RANDOLPH RD,,BILLINGS,,,MO,United States,High
1428.893125,1143.1145,0,22862.29,16,3,7,604,12,Child,0,9/12/24,38538.4,F,N,M,9801 RIDGESIDE DR APT 1,,HUNTSVILLE,34.733646,-86.585312,AL,United States,Low
1428.893125,1143.1145,0,22862.29,16,4,5,908,12,Child,0,7/25/43,38538.4,F,N,M,502 OWENS DR SE,,RAMSEY,,,NJ,United States,Low
1500.15,0,450.045,9000.9,6,5,15,1097,38,Adult,0,9/29/22,62705.9,M,Y,S,2 WOODS AVE,,LOVELAND,,,CO,United States,High
1500.15,1950.195,0,39003.9,26,3,6,810,24,Young adult,1,4/17/71,14085.5,F,N,M,36546 OLD MILLS RD,,LAKEWOOD,,,NJ,United States,Low
1552.786842,0,2950.295,59005.9,38,4,7,815,18,Young adult,2,1/26/38,42000,F,N,S,1995 NE 272ND AVE,,SARATOGA SPRINGS,43.0765,-73.7624,NY,United States,High
1553.096471,1320.132,0,26402.64,17,3,10,172,15,Child,0,11/6/30,5745,M,Y,M,5623 W 100 S,,HOUSTON,,,TX,United States,Low
1553.096471,0,1320.132,26402.64,17,1,9,448,15,Child,0,10/9/61,5745,M,Y,M,UNIT 23706 BOX 374720,,JONES,,,AL,United States,High
1553.096471,1320.132,0,26402.64,17,1,8,755,15,Child,0,1/12/88,5745,M,Y,M,278 MAGNOLIA AVE,,BRONX,,,NY,United States,Low
1553.096471,0,1320.132,26402.64,17,3,5,1030,15,Child,0,2/2/68,5745,M,Y,M,10859 AIRPORT BLVD,,COLLINSVILLE,,,OK,United States,High
1553.096471,1320.132,0,26402.64,17,4,9,1192,15,Child,0,2/22/91,5745,M,Y,M,PO BOX 2232,,SAINT LOUIS,38.575532,-90.404373,MO,United States,Low
1553.096471,1320.132,0,26402.64,17,4,10,1335,15,Child,0,11/24/05,5745,M,Y,M,PSC 7 BOX 217,,FAYETTEVILLE,,,GA,United States,Low
1553.096471,1320.132,0,26402.64,17,3,7,1474,15,Child,0,7/14/66,5745,M,Y,M,1400 PASEO LA PALMA APT 34,,MAYAGUEZ,,,PR,United States,Low
1553.096471,1320.132,0,26402.64,17,1,9,1617,15,Child,0,3/26/82,5745,M,Y,M,PF SPACIOUS CV,,JERSEY CITY,40.722546,-74.060873,NJ,United States,Low
1553.096471,1320.132,0,26402.64,17,5,5,1741,15,Child,0,12/3/90,5745,M,Y,M,PO BOX 308,,CRESTON,,,IA,United States,Low
1553.096471,0,1320.132,26402.64,17,2,10,1858,15,Child,0,7/30/05,5745,M,Y,M,601 CEDARS RD,,VEGA ALTA,,,PR,United States,High
1553.096471,1320.132,0,26402.64,17,4,7,1977,15,Child,0,1/24/11,5745,M,Y,M,RR 46 BOX 37,,CEDAR RAPIDS,,,IA,United States,Low
1555.54,0,1011.101,20222.02,13,3,10,7,60,Adult,0,11/23/12,19749.3,M,N,M,515 KENSINGTON ST,,ISSAQUAH,,,WA,United States,High
1555.54,1011.101,0,20222.02,13,4,5,284,60,Adult,0,9/12/67,19749.3,M,N,M,2891 N STAGECOACH DR,,SPRINGFIELD,42.095142,-72.567445,MA,United States,Low
1555.54,1011.101,0,20222.02,13,1,6,562,60,Adult,0,12/28/70,19749.3,M,N,M,2800 COLLEGE POINT BLVD,,AUSTIN,,,TX,United States,Low
1555.54,0,1011.101,20222.02,13,3,6,868,60,Adult,0,9/20/10,19749.3,M,N,M,6810 RITA AVE,,AUSTIN,,,TX,United States,Medium
1555.54,1011.101,0,20222.02,13,5,7,1134,60,Adult,0,5/30/76,19749.3,M,N,M,35110 S SOCIA RD,,CAROLINA,,,PR,United States,Low
1555.54,1011.101,0,20222.02,13,2,5,1265,60,Adult,0,7/2/39,19749.3,M,N,M,14300 MUNDY AVE STE 500,,DALLAS,,,TX,United States,Low
1555.54,0,1011.101,20222.02,13,1,7,1401,60,Adult,0,1/10/62,19749.3,M,N,M,714 E JEFFERSON ST,,WASHINGTON,38.91243,-77.008283,DC,United States,High
1555.54,1011.101,0,20222.02,13,2,8,1540,60,Adult,0,9/23/67,19749.3,M,N,M,6196 N PRESERVATION TRL,,FULTON,,,NY,United States,Low
1555.54,1011.101,0,20222.02,13,3,7,1550,60,Adult,0,6/8/46,19749.3,M,N,M,2446 AVENIDA MADRID ESTE,,CAMBRIDGE,42.39358,-71.135404,MA,United States,Low
1555.54,0,1011.101,20222.02,13,2,8,1683,60,Adult,0,9/27/50,19749.3,M,N,M,500 CALLE MERIDIONAL,,FLUSHING,40.765756,-73.83107,NY,United States,High
1555.54,1011.101,0,20222.02,13,5,5,1800,60,Adult,0,10/30/55,19749.3,M,N,M,336 S TROOST ST,,CUTTINGSVILLE,,,VT,United States,Low
1555.54,0,1011.101,20222.02,13,4,9,1915,60,Adult,0,9/22/71,19749.3,M,N,M,PO BOX 10373,,BOURBONNAIS,41.169236,-87.837962,IL,United States,Medium
1555.711111,0,700.07,14001.4,9,4,7,814,57,Adult,1,10/8/23,77726.4,F,N,D,1933 MOUNT RAINIER BLVD S,,AKRON,41.023414,-81.489379,OH,United States,High
1555.711111,700.07,0,14001.4,9,2,7,1084,57,Adult,0,7/15/59,77726.4,F,N,S,6437 22ND AVE S,,MORGANTON,35.753489,-81.675063,NC,United States,Low
1555.711111,0,700.07,14001.4,9,3,7,1226,57,Adult,0,2/3/50,77726.4,F,N,S,2313 PIKE ST,,LITHONIA,,,GA,United States,High
1555.711111,700.07,0,14001.4,9,3,8,1366,57,Adult,1,1/10/42,77726.4,F,N,D,6801 STATE ROUTE 440,,ROCKY HILL,,,CT,United States,Low
1555.711111,700.07,0,14001.4,9,4,5,1506,57,Adult,0,5/11/76,77726.4,F,N,S,16885 446TH PL SE,,MELSTONE,,,MT,United States,Low
1555.711111,700.07,0,14001.4,9,3,9,1649,57,Adult,1,10/13/48,77726.4,F,N,D,RR 1 BOX 283,,MANATI,,,PR,United States,Low
1555.711111,0,700.07,14001.4,9,4,10,1766,57,Adult,0,11/15/46,77726.4,F,N,S,100 W AVENUE A,,ERICK,,,OK,United States,High
1555.711111,0,700.07,14001.4,9,5,5,1882,57,Adult,0,10/21/94,77726.4,F,N,S,1 CALLE MATIENZO CINTRON,,HUNTSVILLE,34.733646,-86.585312,AL,United States,High
1555.711111,0,700.07,14001.4,9,1,5,2025,57,Adult,0,3/15/93,77726.4,F,N,S,6031 HIGH VIEW RD,,LOS ANGELES,,,CA,United States,High
1601.16,800.58,0,16011.6,10,2,9,80,15,Child,2,3/14/92,55860,F,Y,M,4870 BERNAL AVE APT D,,HOUSTON,,,TX,United States,Low
1601.16,0,800.58,16011.6,10,3,7,355,15,Child,2,7/21/02,55860,F,Y,M,1 CALLE PRINCIPAL APT 39,,SPRING VALLEY,,,OH,United States,High
1601.16,0,800.58,16011.6,10,2,7,635,15,Child,2,2/11/91,55860,F,Y,M,673 VERA AVE,,HOUSTON,,,TX,United States,High
1601.16,0,800.58,16011.6,10,2,6,940,15,Child,2,9/8/66,55860,F,Y,M,11 COMPUTER DR W STE 222,,EMERSON,,,KY,United States,High
1601.16,800.58,0,16011.6,10,3,10,1163,15,Child,2,7/3/84,55860,F,Y,M,2590 CENTRAL AVE W,,HUDSON,44.9809,-92.757411,WI,United States,Low
1601.16,800.58,0,16011.6,10,1,6,1305,15,Child,2,5/27/15,55860,F,Y,M,Y294 BLUE HILL AVE,,METHUEN,42.724952,-71.223648,MA,United States,Low
1601.16,0,800.58,16011.6,10,3,7,1444,15,Child,2,1/9/24,55860,F,Y,M,3801 YOSEMITE BLVD STE F,,HOUSTON,,,TX,United States,High
1601.16,800.58,0,16011.6,10,4,5,1588,15,Child,2,9/9/32,55860,F,Y,M,1113 COUNTY ROUTE 60,,WARNER,,,OK,United States,Low
1601.16,0,800.58,16011.6,10,2,8,1710,15,Child,2,2/2/82,55860,F,Y,M,525 CAMBRIDGE BLVD SE,,FAYETTE,39.143937,-92.679233,MO,United States,High
1601.16,0,800.58,16011.6,10,4,7,1827,15,Child,2,11/7/64,55860,F,Y,M,6551 CHALET DR,,WESTCHESTER,,,IL,United States,High
1601.16,800.58,0,16011.6,10,1,6,1942,15,Child,2,3/15/22,55860,F,Y,M,62 WASHINGTON ST APT 2A,,FORT MITCHELL,,,AL,United States,Low
1604.16,802.08,0,16041.6,10,5,5,53,56,Adult,1,9/27/25,92647.5,M,N,S,56 S CATHERINE ST APT 165,,OSAKIS,,,MN,United States,Low
1604.16,0,802.08,16041.6,10,3,9,328,56,Adult,1,2/6/86,92647.5,M,N,S,4958 COUNTY ROAD 3470,,WOODRIDGE,,,IL,United States,High
1604.16,0,802.08,16041.6,10,2,6,608,56,Adult,1,7/29/07,92647.5,M,N,S,2399 56TH AVE NW,,NAHANT,,,MA,United States,High
1604.16,802.08,0,16041.6,10,5,5,912,56,Adult,1,6/22/25,92647.5,M,N,S,97 MAIN ST UPPR 3,,WEST PALM BEACH,,,FL,United States,Low
1604.16,0,802.08,16041.6,10,1,10,1144,56,Adult,1,9/12/69,92647.5,M,N,S,10903 77TH ST NW,,ALBANY,42.672667,-73.742708,NY,United States,High
1604.16,0,802.08,16041.6,10,4,6,1275,56,Adult,1,1/23/49,92647.5,M,N,S,658 COND TORRES DE CAROLINA,,SPENCERVILLE,,,OH,United States,High
1604.16,802.08,0,16041.6,10,5,10,1286,56,Adult,1,12/24/41,92647.5,M,N,S,4598 TROUBLE CRK RD,,MOORESTOWN,,,NJ,United States,Low
1604.16,0,802.08,16041.6,10,2,6,1411,56,Adult,1,3/13/01,92647.5,M,N,S,3440 LEBON DR APT 4222,,FREMONT,,,CA,United States,High
1604.16,0,802.08,16041.6,10,1,6,1567,56,Adult,1,6/1/80,92647.5,M,N,S,222 ROUTE 515,,JERSEY CITY,40.7294,-74.0806,NJ,United States,High
1604.16,802.08,0,16041.6,10,4,10,1693,56,Adult,1,10/7/24,92647.5,M,N,S,RR 2 BOX 312,,HACKENSACK,,,NJ,United States,Low
1604.16,0,802.08,16041.6,10,3,7,1810,56,Adult,1,1/2/50,92647.5,M,N,S,13 CALLE 8 VILLAS DEL MANATI,,PAYSON,,,AZ,United States,High
1604.16,0,802.08,16041.6,10,4,8,1925,56,Adult,1,4/11/73,92647.5,M,N,S,3022 SOUTH BLVD APT 201,,GRAND BLANC,,,MI,United States,High
1608.495,0,241.27425,9650.97,6,3,11,9,33,Adult,2,2/9/77,20078,M,N,M,188 W OLYMPIC PL,,EL PASO,31.79488,-106.34411,TX,United States,Medium
1608.495,0,241.27425,9650.97,6,2,10,286,33,Adult,2,10/27/95,20078,M,N,M,PO BOX 74710,,MOUNT SOLON,,,VA,United States,Medium
1608.495,0,241.27425,9650.97,6,1,14,564,33,Adult,2,1/17/82,20078,M,N,M,775 RESERVOIR ST,,MOUNT UNION,,,PA,United States,Medium
1608.495,0,482.5485,9650.97,6,5,20,870,33,Adult,0,9/19/25,20078,M,N,D,14654 OLD HIGHWAY 5,,VIENNA,,,VA,United States,High
1608.495,0,482.5485,9650.97,6,1,17,1136,33,Adult,2,8/1/73,20078,M,N,M,6626 KIEKE RD,,COPPERHILL,,,TN,United States,High
1608.495,0,241.27425,9650.97,6,4,12,1267,33,Adult,2,5/22/19,20078,M,N,M,89A CASINO DR,,JAMESTOWN,42.096226,-79.243087,NY,United States,Medium
1608.495,0,482.5485,9650.97,6,5,18,1403,33,Adult,0,4/22/98,20078,M,N,S,17 NESBIT TER,,SHARON,,,MA,United States,High
1608.495,0,482.5485,9650.97,6,4,20,1542,33,Adult,2,2/9/20,20078,M,N,M,687-865 SYCAMORE WAY,,CENTRALIA,38.53375,-89.129548,IL,United States,High
1608.495,0,482.5485,9650.97,6,3,19,1552,33,Adult,2,11/17/29,20078,M,N,M,5201 WONDER DR STE A,,MISSION VIEJO,,,CA,United States,High
1608.495,0,241.27425,9650.97,6,1,11,1685,33,Adult,1,9/14/17,20078,M,N,D,76 W FRONT ST,,SCOTTSBURG,,,IN,United States,Medium
1608.495,0,241.27425,9650.97,6,4,12,1802,33,Adult,0,3/5/72,20078,M,N,D,8603 COLLEGE VIEW DR,,HOMEWOOD,,,IL,United States,Medium
1608.495,0,482.5485,9650.97,6,2,18,1917,33,Adult,0,4/13/86,20078,M,N,S,8474 NW 401 RD,,YORK,39.987981,-76.648008,PA,United States,High
1613.238462,0,1048.605,20972.1,13,2,7,35,56,Adult,0,5/8/20,98716.3,F,N,S,B176 I ST,,ROCHESTER,43.193416,-77.604341,NY,United States,High
1613.238462,1048.605,0,20972.1,13,4,9,312,56,Adult,0,8/31/24,98716.3,F,N,S,6947 ROUTE 23C,,YAUCO,,,PR,United States,Medium
1613.238462,1048.605,0,20972.1,13,5,7,591,56,Adult,0,6/2/39,98716.3,F,N,S,150 E 1ST AVE APT 106,,HUALAPAI,,,AZ,United States,Low
1613.238462,1048.605,0,20972.1,13,4,6,896,56,Adult,0,6/12/51,98716.3,F,N,S,PO BOX 927,,ASHLAND,,,AL,United States,Low
1613.238462,0,1048.605,20972.1,13,2,5,1427,56,Adult,0,7/8/16,98716.3,F,N,S,63 S 141 E,,GREENSBURG,,,PA,United States,High
1653.694706,1405.6405,0,28112.81,17,5,6,248,38,Adult,2,11/19/13,64977.4,F,N,M,825 S ALMA SCHOOL RD APT 773,,BROOKLYN,,,NY,United States,Low
1653.694706,0,1405.6405,28112.81,17,3,9,524,38,Adult,2,3/17/89,64977.4,F,N,M,1401 N BROADWAY ST APT 105A,,MAYAGUEZ,,,PR,United States,High
1653.694706,0,1405.6405,28112.81,17,4,5,830,38,Adult,2,9/23/10,64977.4,F,N,M,55 W RUNDELL ST,,VARDAMAN,,,MS,United States,High
1653.694706,1405.6405,0,28112.81,17,5,9,1100,38,Adult,2,5/21/38,64977.4,F,N,M,79 GASPER RD,,ADA,34.78692,-96.681753,OK,United States,Low
1668.9175,0,667.567,13351.34,8,1,7,261,55,Adult,2,1/3/87,16938.5,F,N,S,3215 CASTLE DR SW,,FARWELL,,,MI,United States,High
1668.9175,667.567,0,13351.34,8,3,5,537,52,Adult,2,10/19/47,16938.5,F,N,S,1583 SPILLWAY CT APT 211,,CEDAR RAPIDS,,,IA,United States,Low
1668.9175,667.567,0,13351.34,8,5,5,843,43,Adult,2,8/5/28,16938.5,F,N,S,202 US HIGHWAY 22,,HOBOKEN,40.741928,-74.040971,NJ,United States,Low
1668.9175,667.567,0,13351.34,8,2,6,1113,46,Adult,2,6/21/27,16938.5,F,N,S,PO BOX 1893,,BRONX,,,NY,United States,Low
1668.9175,667.567,0,13351.34,8,4,7,1246,70,Senior,2,5/22/22,16938.5,F,N,S,10 VALLEY VIEW DR,,CARPENTER,,,IA,United States,Low
1668.9175,0,667.567,13351.34,8,4,9,1381,42,Adult,2,4/11/33,16938.5,F,N,S,1446 JERSEY ST,,RUFFS DALE,,,PA,United States,High
1668.9175,667.567,0,13351.34,8,5,10,1521,46,Adult,2,11/25/83,16938.5,F,N,S,1701 WALNUT ST FL 3,,AUSTIN,30.200948,-97.779728,TX,United States,Low
1668.9175,667.567,0,13351.34,8,4,5,1664,48,Adult,2,10/19/07,16938.5,F,N,S,82 35TH AVE S,,PAMPA,,,TX,United States,Low
1668.9175,667.567,0,13351.34,8,4,10,1780,53,Adult,2,2/19/00,16938.5,F,N,S,11953 ROCHESTER AVE APT 1,,MACCLENNY,30.285804,-82.118007,FL,United States,Low
1668.9175,0,667.567,13351.34,8,1,10,1896,41,Adult,2,12/23/25,16938.5,F,N,S,1236 COBB DR SE APT 2A,,PEORIA,,,AZ,United States,High
1668.9175,0,667.567,13351.34,8,1,9,2039,42,Adult,2,10/9/99,16938.5,F,N,S,3738 STATE ROUTE 9L,,GARFIELD,40.876929,-74.103205,NJ,United States,High
1705.555385,0,1108.611,22172.22,13,4,9,13,63,Adult,1,12/12/42,17540.7,F,Y,S,1 HAUN RD,,PHAROAH,35.3353,-96.1266,OK,United States,High
1705.555385,1108.611,0,22172.22,13,2,10,290,63,Adult,1,1/31/25,17540.7,F,Y,S,450 7TH ST APT 1L,,LODI,40.877256,-74.084046,NJ,United States,Low
1705.555385,0,1108.611,22172.22,13,3,9,568,63,Adult,1,2/24/36,17540.7,F,Y,S,X836 HUNTINGTON AVE,,NORTHFIELD,,,MA,United States,High
1705.555385,0,1108.611,22172.22,13,3,7,874,63,Adult,1,9/4/16,17540.7,F,Y,S,165 E GRAND AVE # 6980 # 3009,,BERKELEY,,,CA,United States,High
1705.555385,1108.611,0,22172.22,13,5,7,2062,63,Adult,1,9/9/46,17540.7,F,Y,S,112 COND PARK VIEW TER,,MANNFORD,,,OK,United States,Low
1730.942308,0,2250.225,45004.5,26,3,8,1645,23,Young adult,1,3/28/09,28000,F,N,M,8070 DEEPWOOD BLVD APT F9,,HOYLETON,,,IL,United States,High
1749.55,0,1399.64,27992.8,16,2,5,90,12,Child,0,11/27/19,28770.9,F,N,M,R & R CAMPER LAND,,TRAVELERS REST,,,SC,United States,High
1749.55,0,1399.64,27992.8,16,1,9,366,12,Child,0,2/10/18,28770.9,F,N,M,383 DORCHESTER AVE STE 220,,BRIGHAM CITY,,,UT,United States,High
1749.55,1399.64,0,27992.8,16,1,5,646,12,Child,0,10/2/29,28770.9,F,N,M,903 SHEEHY DR STE F,,LOS ANGELES,,,CA,United States,Low
1749.55,1399.64,0,27992.8,16,4,6,950,12,Child,0,10/15/52,28770.9,F,N,M,139 WILLOW LN,,NASHVILLE,,,TN,United States,Low
1763.032857,0,617.0615,12341.23,7,5,9,149,39,Adult,1,10/27/22,540.4,F,Y,S,101 OLD US HIGHWAY 93,,WINIGAN,,,MO,United States,High
1763.032857,0,617.0615,12341.23,7,2,10,424,39,Adult,1,6/28/04,540.4,F,Y,S,3624 E 420 RD,,FLUSHING,,,NY,United States,High
1763.032857,617.0615,0,12341.23,7,1,5,725,39,Adult,1,11/6/92,540.4,F,Y,S,1 E MAIN ST RM 104,,HYDE PARK,42.258576,-71.116562,MA,United States,Low
1763.032857,0,617.0615,12341.23,7,4,6,1006,39,Adult,1,7/10/47,540.4,F,Y,S,60 NORTH ST,,TORONTO,40.468879,-80.602624,OH,United States,High
1763.032857,0,617.0615,12341.23,7,1,8,1185,39,Adult,1,11/2/58,540.4,F,Y,S,400 CONVERSE ALY,,WEST MIFFLIN,40.366387,-79.874365,PA,United States,High
1763.032857,0,617.0615,12341.23,7,1,9,1328,39,Adult,1,10/7/05,540.4,F,Y,S,519 MAY VALLEY DR APT I,,MARSHFIELD,,,MO,United States,High
1763.032857,0,617.0615,12341.23,7,1,9,1467,39,Adult,1,3/18/94,540.4,F,Y,S,542 BROWDERS LOOP W,,PRESTON,,,CT,United States,High
1763.032857,617.0615,0,12341.23,7,2,9,1611,39,Adult,1,1/18/88,540.4,F,Y,S,1919 NORTH LOOP W STE 670,,SCHENECTADY,,,NY,United States,Low
1763.032857,617.0615,0,12341.23,7,3,8,1734,39,Adult,1,12/3/27,540.4,F,Y,S,411 ROUTE 25A,,PENUELAS,,,PR,United States,Low
1763.032857,0,617.0615,12341.23,7,3,7,1851,39,Adult,1,9/25/54,540.4,F,Y,S,358 3RD ST APT 2R,,BROOKLEY FIELD,,,AL,United States,High
1763.032857,617.0615,0,12341.23,7,2,5,1966,39,Adult,1,5/14/30,540.4,F,Y,S,8100 HIGHWAY 269 # 2708,,AUSTIN,,,TX,United States,Low
1798.93,0,719.572,14391.44,8,3,7,152,53,Adult,2,11/13/04,15688.5,F,N,S,219 CAMP RD,,REGO PARK,,,NY,United States,High
1798.93,719.572,0,14391.44,8,3,7,427,53,Adult,2,4/15/38,15688.5,F,N,S,1432 ABBOTT DR,,AUSTIN,,,TX,United States,Low
1798.93,0,719.572,14391.44,8,4,10,732,53,Adult,2,1/16/20,15688.5,F,N,S,28 JACKSON CT E,,SUSANVILLE,,,CA,United States,High
1798.93,719.572,0,14391.44,8,2,7,1009,53,Adult,2,8/14/49,15688.5,F,N,S,14614 FALLING CREEK DR STE 124,,FAIRFIELD,,,NJ,United States,Low
1811.999091,0,996.5995,19931.99,11,1,8,734,25,Young adult,0,12/1/32,2805.01,M,Y,S,296 W BALTIMORE AVE,,HAVERHILL,,,MA,United States,High
1962.69625,785.0785,0,15701.57,8,3,8,116,43,Adult,1,7/15/42,66921.4,F,Y,M,1721 JERICHO CT,,PINEY FLATS,,,TN,United States,Low
1962.69625,0,785.0785,15701.57,8,5,9,391,46,Adult,1,8/4/76,66921.4,F,Y,M,411 W 400 N,,ARECIBO,,,PR,United States,High
1962.69625,785.0785,0,15701.57,8,2,7,672,61,Adult,1,12/26/77,66921.4,F,Y,M,14108 E WILDERNESS RD,,KENOSHA,,,WI,United States,Low
1962.69625,0,785.0785,15701.57,8,2,7,975,53,Adult,1,12/8/21,66921.4,F,Y,M,2632 JAMAICA BLVD S APT 1242,,EAST PEORIA,,,IL,United States,High
1962.69625,785.0785,0,15701.57,8,2,8,1177,62,Adult,1,9/13/99,66921.4,F,Y,M,25 RIVER ST,,HUNTSVILLE,34.733646,-86.585312,AL,United States,Low
1962.69625,785.0785,0,15701.57,8,2,7,1319,70,Senior,1,5/15/63,66921.4,F,Y,M,18140 COUNTY ROAD 1530,,O FALLON,,,IL,United States,Low
